HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~CURR_BDLN_BAL_AMT::DECIMAL~&~	~&~ACLN_ACTLS_BAL_AMT::DECIMAL~&~	~&~ACLN_ENCUM_BAL_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'5940'~&~	~&~'---'~&~	~&~'-60000.00'~&~	~&~'-18866.11'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'6000'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'6040'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'6080'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'5000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'6180'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'7015'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-9795.19'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'7970'~&~	~&~'---'~&~	~&~'462161.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'641326.91'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8001'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1600.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8005'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'26951.56'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8117'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'74088.80'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8117'~&~	~&~'CC'~&~	~&~'0.00'~&~	~&~'116940.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8117'~&~	~&~'RSP'~&~	~&~'0.00'~&~	~&~'974.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8119'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'27448.53'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8160'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'18793.64'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'8200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'10971.82'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9004'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'29414.90'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'33106.99'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-3024.71'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9056'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'53691.68'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9400'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'622004.79'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9460'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'18793.64'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9897'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'79355.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'158557.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'1503'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'127.64'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'1820'~&~	~&~'---'~&~	~&~'350000.00'~&~	~&~'74330.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'1863'~&~	~&~'---'~&~	~&~'1600000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'1878'~&~	~&~'---'~&~	~&~'25000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'1879'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-675.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'72933.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'265353.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'2504'~&~	~&~'---'~&~	~&~'46.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'90000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3050'~&~	~&~'---'~&~	~&~'30000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3100'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3150'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3200'~&~	~&~'---'~&~	~&~'10000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3250'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'20000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4010'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4015'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4016'~&~	~&~'---'~&~	~&~'250.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4021'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4023'~&~	~&~'---'~&~	~&~'2200.00'~&~	~&~'2251.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4040'~&~	~&~'---'~&~	~&~'50000.00'~&~	~&~'3540.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4082'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4084'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4085'~&~	~&~'---'~&~	~&~'2200.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4100'~&~	~&~'---'~&~	~&~'7501.00'~&~	~&~'0.00'~&~	~&~'-24.69'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4166'~&~	~&~'---'~&~	~&~'25000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'15000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4501'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4600'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'70.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4617'~&~	~&~'---'~&~	~&~'5000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4618'~&~	~&~'---'~&~	~&~'10000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4700'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'-42.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4723'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4754'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4768'~&~	~&~'---'~&~	~&~'3000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4776'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4802'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4906'~&~	~&~'---'~&~	~&~'3500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4910'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'4998'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'52.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5002'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'68532.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5055'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5105'~&~	~&~'---'~&~	~&~'100.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5199'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1500000.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'1500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5303'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'44254.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'32923.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'13609.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5773'~&~	~&~'---'~&~	~&~'26980.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'5909'~&~	~&~'---'~&~	~&~'-7000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'6000'~&~	~&~'---'~&~	~&~'200.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'6080'~&~	~&~'---'~&~	~&~'200.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'7970'~&~	~&~'---'~&~	~&~'1225451.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'880643.24'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'8160'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'411267.17'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1441.33'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'26712.20'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9056'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'50266.04'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9058'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'8952.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9460'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'411267.17'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9897'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-74330.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2368439.17'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044909'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-19434.85'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044909'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-19434.85'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044913'~&~	~&~'-----'~&~	~&~'1476'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'5025.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044913'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'49525.04'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044913'~&~	~&~'-----'~&~	~&~'9897'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-5025.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044913'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'49525.04'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9012025'~&~	~&~'-----'~&~	~&~'1699'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'5746.94'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9012025'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'381.86'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9012025'~&~	~&~'-----'~&~	~&~'7303'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9012025'~&~	~&~'-----'~&~	~&~'7466'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'5417.21'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
