HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ORG_FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FUND_GRP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~INC_EXP_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~SUB_FUND_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231458'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'21000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231458'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'21000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231459'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'72350.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231459'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'72350.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231466'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'135392.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231466'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'135392.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231479'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231489'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'22000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231489'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'22000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231490'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231491'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231493'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'13000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231493'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'13000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231498'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231504'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231507'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231564'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331405'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'58000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331405'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'58000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331412'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'40097.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331412'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'40097.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331415'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'12000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331415'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'12000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331420'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'36500.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331420'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'36500.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331440'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'14400.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331440'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'14400.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331450'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'28000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331450'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'28000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331460'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'44761.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331460'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'44761.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331473'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331473'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331474'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'10000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331474'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'10000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331475'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'93000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331475'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'93000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331491'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331491'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'GF'~&~	~&~'GENFND'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'7618516.00'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'63000.00'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'63000.00'~&~	~&~'12'~&~	~&~]RECORD
